4.129402309912296E-4,5.345847139895615E-6,1.4096371335475815E-6,9.700897418923157E-8,1.0646562042114502E-5,6.144072725534212E-7,2.6625964246398774E-6,2.3917626555348547E-5,9.006561165222798E-6,7.793746244636954E-6,1.2874674086774305E-4,8.329325151475694E-5,0.15821650426607867,1.1734040244919951E-6,3.3980331854951266E-7,6.574104994970912E-6,1.6174799896544393E-4,8.97319520738413E-6,2.386323689233162E-6,8.988055863498378E-6,9.700897418923157E-8,0.007954658068423406
88.55111880355784,84.57125225673913,119.39458152050076,106.46023509587643,117.4047546408076,161.1826699880254,89.54606270130218,99.49549138248805,126.3592552258746,117.40475967175149,129.34390268174283,115.41481616758627,98.50069427785272,84.57115045641979,113.42494364211558,83.57628294119564,59.69742238164236,108.45020379741173,57.70745357011471,160.1876394827094,57.70745357011471,106.0622345342857
7.349008772617603,19.737291969261616,18.525782504550918,5.531748736378203,12.582583257899623,17.870500250809897,5.789228219062402,5.381396755959445,4.424100995220041,3.5170763069405004,19.63577099966509,2.95696255710611,5.0228480077726125,6.819299046797726,18.427713668593164,3.4040662124793997,4.167093636153051,3.7856188316452735,1.8997440515590824,2.4077525152416377,1.8997440515590824,8.46177936478567
4.927577804070322E12,2.3813606842954805E12,4.1439170582108574E12,1.4363154359053408E13,1.813777272855248E13,6.789057992268586E12,2.5944742620788794E12,8.113333557357946E12,4.3467475967890522E12,5.086248463957453E12,7.737593257029439E12,7.106464736154107E12,3.4997304212573867E12,6.051738587673876E12,4.1915844518440977E12,6.188346169929606E12,3.157481818403782E12,2.3756070423191176E13,2.8353872743876245E12,1.0050852060836066E13,2.3813606842954805E12,7.272944685367081E12
1.482478875321623E8,6.765711348460239E7,1.094447551961371E8,7.462168619528161E7,8.755617055248341E7,1.0049047682671353E8,6.069252669701152E7,1.5919278562887183E8,7.064216398945023E7,1.2138450491572787E8,1.2038933471860373E8,8.1586416472474E7,1.1839961733587527E8,8.556618765205722E7,8.755616852430141E7,5.1737753256407596E7,8.258130586989376E7,1.0646045067912574E8,1.4924315824660817E8,1.3531386267984748E8,5.1737753256407596E7,1.0093821632268181E8
3222328.8339832393,3146176.057663265,5210787.100662857,7016549.843139332,4424411.641070023,3507465.789526101,4220346.422589509,4884122.6642139675,2201233.1983721345,1471020.221662737,2.0337106295668412E7,4272539.738459172,2201231.976288919,2.0299711992918268E7,3765247.810257872,1946089.4872023056,4324000.636512219,2426142.5791563783,3885779.5946005536,5614953.0646468,1471020.221662737,5418862.247429703
6846722.023730621,3228083.1060142247,5.9847780883453436E7,5.6978159753841706E7,1.096415180841498E7,2.5025090670051903E7,2.2961500638414986E7,1.7262802105916448E7,1.4169527052682853E8,2.470357026194493E7,6.436634479555631E7,1.6991710050763074E7,4693900.717994725,2.011708186603249E7,5.664345382793229E7,1.0490572272228697E7,5.064184262386029E7,4.14818161685036E7,5.1029633424792655E7,1.1938704585274336E8,3228083.1060142247,4.026782666895096E7
2.4199906469744574E7,4.5761032901227504E8,1.8269069355616478E10,2.0179205709279973E7,3.360825778923939E7,1.2155899906822242E7,2.4445573453080416E7,1756946.452040531,7.479105561516976E7,3.286204812219761E8,1.7180350723860566E7,6.313172685424166E8,1.32450269252713E9,2.0591338529542558E7,1.592293269182962E7,7.410681153539847E7,1.0141016458361454E7,8.23544126543478E7,1.9702173251104593E7,1.572790458246638E7,1756946.452040531,1.0728991956371281E9
5.978242681672817E-7,1.1374955942462299E-7,6.530208289025153E-7,2.8177953904441446E-9,4.5246962378377026E-7,1.9434958204276318E-7,4.086578288842842E-4,1.8183000039032367E-6,5.431505509389435E-4,4.174468452432895E-6,1.2892942846420142E-7,2.817696397775948E-4,1.628427725824141E-7,1.5597096494915987E-6,5.848227838163732E-5,5.630042902593891E-6,3.414862585641381E-4,1.3771861869603205E-5,6.0230116719018156E-5,2.084860770750905E-7,2.8177953904441446E-9,8.616227730397371E-5
81.58649644881311,116.40976003864937,83.5762316906716,220.87848785536738,81.58641547947234,92.5307317668919,105.46529643215972,89.54601205374223,85.56618085882081,100.49047567536441,58.70248352342163,73.62676826184817,67.65713229972665,66.66206494330677,104.4699344084521,61.687299919501406,116.40985649363293,89.54604250649639,111.43490869278419,149.2432010934654,58.70248352342163,97.85378902212945
9.85978828077935,10.337999981064481,5.620288743847869,4.464225700286825,2.736841668930715,8.146378555048146,3.98221376460975,2.1200533616706587,9.109197280355156,2.9578933070225837,2.4077517011351834,2.7383193915507866,1.646223660528849,12.888631113563552,1.899744051588855,1.646223633827013,10.355743151625196,1.7779969882504907,19.87969813132459,3.4616801132446278,1.646223633827013,5.901844629012733
9.922276552528219E-11,3.818001525665159E-9,1.034164450759323E-9,5.25481957827892E-12,8.206534868422892E-10,3.3086796556575164E-9,6.996406930755693E-11,1.0532355962054566E-8,1.7569687970016086E-10,7.621416174400101E-9,1.4068832272202622E-8,3.3590133332013654E-11,1.3988668859114253E-10,3.9692900803668085E-10,3.4091831284354165E-9,1.2423958136695266E-9,6.3510655725143255E-9,9.314411604746E-10,1.492713306659298E-9,1.0593001065619463E-9,5.25481957827892E-12,2.8305373489983906E-9
5.365533265420934E-11,7.113250882941174E-11,5.908956921466015E-9,2.1999171115417507E-9,3.3903534776013674E-11,4.547021710714769E-11,3.3509787071796956E-8,2.9742897402314665E-10,2.1740656527316273E-10,4.753862535540043E-9,2.1517647429691529E-10,1.8400922639627056E-8,1.3240444499036096E-9,1.008859699153357E-10,6.212558652004924E-8,4.663041477288448E-9,6.306872114705467E-10,3.4792763962988323E-11,9.571766250257148E-11,1.1616430606492147E-10,3.3903534776013674E-11,6.739927012404474E-9
5404644.002438945,4286211.587584717,1.092860245134927E7,6093620.964938585,1107998.2003553,4191400.1456014556,7145233.7413487155,4149882.5000637495,3684783.6205769186,4796739.720131979,1.1755533764985986E7,1251363.4900160157,6306739.271673981,5990244.337032207,4294994.235579733,5825790.513850129,4640844.914171977,2891609.820847701,5063342.121649965,5523424.427355188,1107998.2003553,5266650.191577625
101.48511800501859,118.3993006578588,50.74282617796159,196.00482737157662,71.63679440724904,67.65708476305328,61.687340495811895,95.51556005538265,131.3338106959548,93.52589434353956,71.63683498407663,88.55109357289837,69.64687635536708,49.74786713127434,82.58136134497079,101.48546534242234,46.763010146400376,139.29337539153175,97.50574042459017,125.36421394586375,46.763010146400376,93.02821978064011
3.7652913451548096,3.5070227663136664,2.529890271399361,3.296694053035013,4.968699615554694,4.323980635906565,5.88272435423155,1.9460694037465749,3.4390999245790383,6.1449758120615945,2.5298902713993745,3.4389952937498163,1.9460694037468982,1.8030800061420744,1.8030800061452736,3.639440863272051,2.7231449225563127,3.7026566383402817,20.03760989830716,2.901502226287126,1.8030800061420744,4.216495885596461
21.758300504143754,3.0332959580055507,5.82568358708063,3.2681805945815086,5.113604087504802,37.150682944119254,30.424705396079652,4.884988743675376,10.63420630203803,102.64340362202046,54.34601462981046,684.4804575076879,12.588249020978576,18.919554607539585,11.70271229365517,123.31663841433165,14.998709281343437,44.9606173484845,27.719625105568046,9.427823764277948,3.0332959580055507,61.3598726856463
11.83328939526365,109.95456191784292,24.49227987460914,284.28022513912373,76.57966445474702,309.1262804731699,18.899484893368694,1832.9453375348405,19.342422808427557,572.3293630500032,308.6746491516939,3034.978830701305,1662.1235443974556,481.68168042647335,70.87006834415932,21.55346246569066,18.953067473465047,369.2054040607781,167.06126742502403,19.15423574438043,11.83328939526365,470.7019559865909
753.5156777988755,622.4041535640687,383.9962899589302,304.14386473420933,1059.8988258159293,198.17271221459208,931.9100157430282,1161.020711334161,324.4235596682508,541.5898057262483,167.47355688450486,219.6843131412533,748.4080034282816,224.4957149880143,162.49336782583117,320.86768176418974,2249.3932088887186,258.8823527012225,178.1289522003839,56.31188825282485,56.31188825282485,543.360732831676
28.499584819395153,2227.451359351102,25.658608601564797,79.99939202386548,80.35753720760518,19.224348739456747,78.98265293984886,153.25420649821004,10.797981625946235,18.06116354453471,15.343516848591243,335.9771834694718,24.582015713050946,1273.4610218150258,108.40115741363529,95.13818169473329,82.990728126919,72.33349921693029,72.91289348405894,99.87039950944425,10.797981625946235,245.16487163216948
